Publisher,Year_of_Release,Name,Genre,Global_Sales,Critic_Score,User_Score
Namco Bandai Games,2013.0,Toriko: Ultimate Survival,Action,0.03,,
Namco Bandai Games,2013.0,Ultraman Star Chronicles,Strategy,0.02,,
Namco Bandai Games,2013.0,Toaru Majutsu no Kagaku no Ensemble,Adventure,0.03,,
Namco Bandai Games,2013.0,Ben 10 Omniverse 2,Action,0.02,,7.6
Namco Bandai Games,2013.0,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,Simulation,0.04,,
Namco Bandai Games,2013.0,Young Justice: Legacy,Action,0.03,,7.1
Namco Bandai Games,2013.0,Star Trek: The Game,Action,0.03,,
Namco Bandai Games,2013.0,Heroes VS,Fighting,0.02,,
Namco Bandai Games,2013.0,Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,0.93,77.0,7.9
Namco Bandai Games,2013.0,One Piece: Pirate Warriors 2,Action,0.66,71.0,7.8
Namco Bandai Games,2013.0,God Eater 2,Role-Playing,0.24,,
Namco Bandai Games,2013.0,J Legend Retsuden,Misc,0.07,,
Namco Bandai Games,2013.0,Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,0.51,70.0,7.7
Namco Bandai Games,2013.0,PAC-MAN and the Ghostly Adventures,Platform,0.08,49.0,5.1
Namco Bandai Games,2013.0,Digimon World Re:Digitize Decode,Role-Playing,0.09,,
Namco Bandai Games,2013.0,Tales of Hearts,Role-Playing,0.38,,
Namco Bandai Games,2013.0,PAC-MAN and the Ghostly Adventures,Platform,0.05,58.0,6.5
Namco Bandai Games,2013.0,Saint Seiya: Brave Soldiers,Fighting,0.07,55.0,7.4
Namco Bandai Games,2013.0,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Strategy,0.07,,
Namco Bandai Games,2013.0,Summon Night 5,Role-Playing,0.15,74.0,8.3
Namco Bandai Games,2013.0,Kuma-Tomo,Misc,0.19,,
Namco Bandai Games,2013.0,Magi: The Labyrinth of Beginning,Role-Playing,0.07,,
Namco Bandai Games,2013.0,Sentouchu: Densetsu no Shinobi to Survival Battle!,Action,0.35,,
Namco Bandai Games,2013.0,Star Trek: The Game,Action,0.24,,
Namco Bandai Games,2013.0,One Piece: Romance Dawn - Bouken no Yoake,Fighting,0.08,,
Namco Bandai Games,2013.0,PAC-MAN and the Ghostly Adventures,Platform,0.08,51.0,3.1
Namco Bandai Games,2013.0,God Eater 2,Role-Playing,0.45,,
Namco Bandai Games,2013.0,AKB1/149: Love Election,Adventure,0.08,,
Namco Bandai Games,2013.0,Dynasty Warriors: Gundam Reborn,Action,0.13,,
Namco Bandai Games,2013.0,One Piece: Pirate Warriors 2,Action,0.12,,
Namco Bandai Games,2013.0,Gundam Breaker,Action,0.09,,
Namco Bandai Games,2013.0,Taiko no Tatsujin: Wii U Version!,Misc,0.19,,
Namco Bandai Games,2013.0,Super Robot Taisen UX,Role-Playing,0.18,,
Namco Bandai Games,2013.0,Toriko: Gourmet Battle!,Role-Playing,0.06,,
Namco Bandai Games,2013.0,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,Action,0.05,,
Namco Bandai Games,2013.0,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Misc,0.05,,
Namco Bandai Games,2013.0,Gintama no Sugoroku,Action,0.06,,
Namco Bandai Games,2013.0,One Piece: Unlimited World Red,Action,0.39,75.0,7.6
Namco Bandai Games,2013.0,Sword Art Online: Infinity Moment,Role-Playing,0.22,,
Namco Bandai Games,2013.0,Tales of Symphonia,Role-Playing,0.52,,7.2
Namco Bandai Games,2013.0,Young Justice: Legacy,Action,0.09,,4.9
Namco Bandai Games,2013.0,Star Trek: The Game,Action,0.21,,
Namco Bandai Games,2013.0,Kamen Rider: Battride War,Action,0.19,,
Namco Bandai Games,2013.0,PAC-MAN and the Ghostly Adventures,Platform,0.09,,tbd
Namco Bandai Games,2013.0,Gekijouban Madoka Magicka: The Battle Pentagram,Action,0.08,,
Namco Bandai Games,2013.0,Digimon Adventure,Role-Playing,0.1,,
Namco Bandai Games,2013.0,Hyperdimension Idol Neptunia PP,Misc,0.09,,
Namco Bandai Games,2013.0,Dragon Ball Heroes: Ultimate Mission,Misc,0.29,,
Namco Bandai Games,2013.0,Macross 30: Ginga o Tsunagu Utagoe,Shooter,0.1,,
Namco Bandai Games,2013.0,Aikatsu! 2-nin no My Princess,Action,0.26,,
Namco Bandai Games,2013.0,Gundam Breaker,Action,0.26,,
Namco Bandai Games,2014.0,Mobile Suit Gundam Side Story: Missing Link,Action,0.12,,
Namco Bandai Games,2014.0,Super Hero Generation,Role-Playing,0.03,,
Namco Bandai Games,2014.0,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Misc,0.03,,
Namco Bandai Games,2014.0,Kuroko's Basketball: Miracle Game,Sports,0.1,,
Namco Bandai Games,2014.0,Kamen Rider: Battride War II,Action,0.1,,
Namco Bandai Games,2014.0,Mobile Suit Gundam: Extreme VS Full Boost,Fighting,0.38,,
Namco Bandai Games,2014.0,Tales of the World: Reve Unitia,Role-Playing,0.11,,
Namco Bandai Games,2014.0,Tsukigime Ranko's Longest Day,Action,0.01,,
Namco Bandai Games,2014.0,One Piece: Super Grand Battle! X,Fighting,0.12,,
Namco Bandai Games,2014.0,Power Rangers Super Megaforce ,Action,0.03,43.0,tbd
Namco Bandai Games,2014.0,Pac-Man and the Ghostly Adventures 2,Adventure,0.11,60.0,6.5
Namco Bandai Games,2014.0,Taiko Drum Master: Tokumori!,Misc,0.11,,
Namco Bandai Games,2014.0,HappinessCharge PreCure! Kawarun Collection,Misc,0.03,,
Namco Bandai Games,2014.0,Hajime no Ippo: The Fighting! (2014),Sports,0.03,,
Namco Bandai Games,2014.0,Super Heroine Chronicle,Role-Playing,0.03,,
Namco Bandai Games,2014.0,Super Heroine Chronicle,Role-Playing,0.05,,
Namco Bandai Games,2014.0,Aikatsu! 365 Idol Days,Adventure,0.13,,
Namco Bandai Games,2014.0,Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,Action,0.01,,
Namco Bandai Games,2014.0,3rd Super Robot Wars Z Jigoku Hen,Role-Playing,0.23,,
Namco Bandai Games,2014.0,Winx Club: Saving Alfea ,Action,0.01,,tbd
Namco Bandai Games,2014.0,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",Fighting,0.01,,
Namco Bandai Games,2014.0,Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,0.22,62.0,7.3
Namco Bandai Games,2014.0,Hanayamata: Yosakoi Live,Adventure,0.01,,
Namco Bandai Games,2014.0,J Stars Victory Vs.,Fighting,0.21,74.0,7.9
Namco Bandai Games,2014.0,One Piece: Unlimited World Red,Action,0.28,71.0,7.3
Namco Bandai Games,2014.0,Penguins of Madagascar,Action,0.01,,tbd
Namco Bandai Games,2014.0,3rd Super Robot Wars Z Jigoku Hen,Role-Playing,0.19,,
Namco Bandai Games,2014.0,Sword Art Online: Hollow Fragment,Role-Playing,0.3,67.0,7.6
Namco Bandai Games,2014.0,Godzilla (2015),Action,0.19,,
Namco Bandai Games,2014.0,Dragon Ball Z: Battle of Z,Fighting,0.31,54.0,5.3
Namco Bandai Games,2014.0,Dark Souls II,Role-Playing,0.17,91.0,7.1
Namco Bandai Games,2014.0,Kamen Rider: Battride War II,Action,0.02,,
Namco Bandai Games,2014.0,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,Action,0.31,,
Namco Bandai Games,2014.0,J Stars Victory Vs.,Fighting,0.31,,7.9
Namco Bandai Games,2014.0,Dragon Ball Heroes: Ultimate Mission 2 ,Strategy,0.32,,
Namco Bandai Games,2014.0,Tenkai Knights: Brave Battle,Action,0.02,26.0,2.4
Namco Bandai Games,2014.0,CV Casting Voice,Adventure,0.02,,
Namco Bandai Games,2014.0,Gundam Breaker 2,Action,0.15,,
Namco Bandai Games,2014.0,Dark Souls II,Role-Playing,1.27,91.0,8.1
Namco Bandai Games,2014.0,Gundam Breaker 2,Action,0.14,,
Namco Bandai Games,2014.0,The IdolM@ster: One for All,Misc,0.13,,
Namco Bandai Games,2014.0,One Piece: Unlimited World Red,Action,0.13,67.0,7.8
Namco Bandai Games,2014.0,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,Misc,0.12,,
Namco Bandai Games,2014.0,Detective Conan: Phantom Rhapsody,Action,0.03,,
Namco Bandai Games,2014.0,Dragon Ball Z: Battle of Z,Fighting,0.11,66.0,7.5
Namco Bandai Games,2014.0,Digimon All-Star Rumble,Fighting,0.09,49.0,5.8
Namco Bandai Games,2014.0,One Piece: Unlimited World Red,Action,0.06,66.0,7.8
Namco Bandai Games,2014.0,Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,0.43,73.0,7.5
Namco Bandai Games,2014.0,Dark Souls II,Role-Playing,0.74,91.0,7.9
Namco Bandai Games,2014.0,Game Center CX: 3-Choume no Arino,Action,0.06,,
Namco Bandai Games,2014.0,Pac-Man and the Ghostly Adventures 2,Adventure,0.08,60.0,tbd
Namco Bandai Games,2014.0,Super Hero Generation,Role-Playing,0.04,,
Namco Bandai Games,2014.0,Penguins of Madagascar,Action,0.07,51.0,tbd
Namco Bandai Games,2014.0,Godzilla (2014),Action,0.06,,
Namco Bandai Games,2014.0,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,Adventure,0.06,,
Namco Bandai Games,2014.0,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,Action,0.06,,
Namco Bandai Games,2014.0,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,Strategy,0.06,,
Namco Bandai Games,2014.0,Gundam Try Age SP,Strategy,0.07,,
Namco Bandai Games,2014.0,Digimon All-Star Rumble,Fighting,0.06,,5.7
Namco Bandai Games,2014.0,Enemy Front,Shooter,0.04,35.0,5.8
Namco Bandai Games,2014.0,Girls und Panzer: I Will Master Tankery,Action,0.09,,
Namco Bandai Games,2014.0,Pac-Man and the Ghostly Adventures 2,Adventure,0.07,,7
Namco Bandai Games,2014.0,Magi: Aratanaru Sekai,Role-Playing,0.06,,
Namco Bandai Games,2014.0,Haikyuu!! Tsunage! Itadaki no Keshiki!!,Adventure,0.07,,
Namco Bandai Games,2014.0,Dragon Ball Z: Battle of Z,Fighting,0.07,53.0,5.1
Namco Bandai Games,2014.0,Pac-Man and the Ghostly Adventures 2,Adventure,0.09,59.0,6.3
Namco Bandai Games,2014.0,Mahouka Koukou no Rettousei: Out of Order,Adventure,0.06,,
Namco Bandai Games,2014.0,Penguins of Madagascar,Action,0.03,,5.2
Namco Bandai Games,2015.0,The Witcher 3: Wild Hunt,Role-Playing,1.31,91.0,9.2
Namco Bandai Games,2015.0,Digimon Story: Cyber Sleuth,Role-Playing,0.17,,8.8
Namco Bandai Games,2015.0,Yowamushi Pedal,Action,0.04,,
Namco Bandai Games,2015.0,Dragon Ball Z: Extreme Butoden,Fighting,0.33,61.0,6.6
Namco Bandai Games,2015.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,Misc,0.02,,
Namco Bandai Games,2015.0,3rd Super Robot Wars Z: Tengoku-Hen,Action,0.15,,
Namco Bandai Games,2015.0,Lost Heroes 2,Action,0.07,,
Namco Bandai Games,2015.0,One Piece: Pirate Warriors 3,Action,0.17,76.0,6.3
Namco Bandai Games,2015.0,Saint Seiya: Soldiers' Soul,Fighting,0.04,,6.3
Namco Bandai Games,2015.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,Action,0.02,,
Namco Bandai Games,2015.0,Project X Zone 2: Brave New World,Role-Playing,0.17,,
Namco Bandai Games,2015.0,Mobile Suit Gundam: Extreme VS Force,Action,0.17,57.0,7.3
Namco Bandai Games,2015.0,JoJo's Bizarre Adventure: Eyes of Heaven,Fighting,0.03,61.0,7.4
Namco Bandai Games,2015.0,World Trigger: Borderless Mission,Action,0.04,,
Namco Bandai Games,2015.0,Saint Seiya: Soldiers' Soul,Fighting,0.18,59.0,7.8
Namco Bandai Games,2015.0,Tales of Zestiria,Role-Playing,0.56,,8
Namco Bandai Games,2015.0,Dragon Ball: XenoVerse,Fighting,0.24,,6.7
Namco Bandai Games,2015.0,Dark Souls II,Role-Playing,0.23,,
Namco Bandai Games,2015.0,The Witcher 3: Wild Hunt,Role-Playing,3.97,92.0,9.2
Namco Bandai Games,2015.0,Sword Art Online: Game Director's Edition,Role-Playing,0.05,,
Namco Bandai Games,2015.0,Dark Souls II,Role-Playing,0.6,,
Namco Bandai Games,2015.0,Sword Art Online: Lost Song,Role-Playing,0.25,63.0,6.3
Namco Bandai Games,2015.0,One Piece: Pirate Warriors 3,Action,0.25,,3.7
Namco Bandai Games,2015.0,J Stars Victory Vs.,Fighting,0.26,,
Namco Bandai Games,2015.0,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,Misc,0.06,,
Namco Bandai Games,2015.0,Barbie and Her Sisters Puppy Rescue,Action,0.01,,2.8
Namco Bandai Games,2015.0,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,Action,0.01,,
Namco Bandai Games,2015.0,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,Action,0.02,,
Namco Bandai Games,2015.0,God Eater Resurrection,Action,0.19,,8.8
Namco Bandai Games,2015.0,Professional Farmer 2016,Action,0.02,,
Namco Bandai Games,2015.0,3rd Super Robot Wars Z: Tengoku-Hen,Action,0.19,,
Namco Bandai Games,2015.0,Famista Returns,Sports,0.14,,
Namco Bandai Games,2015.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,Action,0.02,,
Namco Bandai Games,2015.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,Action,0.02,,
Namco Bandai Games,2015.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,Action,0.02,,
Namco Bandai Games,2015.0,Tokyo Ghoul: Jail,Racing,0.05,,
Namco Bandai Games,2015.0,Dragon Ball: XenoVerse,Fighting,0.48,,7.1
Namco Bandai Games,2015.0,Dragon Ball: XenoVerse,Fighting,0.32,67.0,7.2
Namco Bandai Games,2015.0,Tales of Zestiria,Role-Playing,0.4,72.0,6.8
Namco Bandai Games,2015.0,Sword Art Online: Lost Song,Role-Playing,0.1,,
Namco Bandai Games,2015.0,God Eater 2: Rage Burst,Role-Playing,0.11,69.0,8
Namco Bandai Games,2015.0,Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,Action,0.11,,
Namco Bandai Games,2015.0,JoJo's Bizarre Adventure: Eyes of Heaven,Fighting,0.03,,
Namco Bandai Games,2015.0,Barbie and Her Sisters Puppy Rescue,Action,0.03,,tbd
Namco Bandai Games,2015.0,Barbie and Her Sisters Puppy Rescue,Action,0.03,,tbd
Namco Bandai Games,2015.0,God Eater Resurrection,Action,0.08,70.0,7.8
Namco Bandai Games,2015.0,Super Robot Wars BX,Action,0.13,,
Namco Bandai Games,2015.0,The Idolm@ster: Must Songs - Red Board / Blue Board,Misc,0.04,,
Namco Bandai Games,2015.0,Sword Art Online: Hollow Fragment,Role-Playing,0.12,,
Namco Bandai Games,2015.0,Ray Gigant,Role-Playing,0.04,72.0,8.1
Namco Bandai Games,2015.0,The Witcher 3: Wild Hunt,Role-Playing,0.72,93.0,9.3
Namco Bandai Games,2015.0,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,Misc,0.03,,
Namco Bandai Games,2015.0,The Seven Deadly Sins: Unjust Sin,Adventure,0.08,,
Namco Bandai Games,2015.0,Sword Art Online: Lost Song,Role-Playing,0.36,70.0,7.1
Namco Bandai Games,2015.0,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,Action,0.03,,
Namco Bandai Games,2015.0,Kuroko's Basketball: Ties to Future,Action,0.09,,
Namco Bandai Games,2015.0,Ukiyo no Shishi,Action,0.03,,
Namco Bandai Games,2015.0,Aikatsu! My No.1 Stage!,Misc,0.08,,
Namco Bandai Games,2015.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,Adventure,0.02,,
Namco Bandai Games,2015.0,Assassination Classroom: Grand Siege on Kuro-sensei,Action,0.13,,
Namco Bandai Games,2015.0,One Piece: Pirate Warriors 3,Action,0.46,74.0,7.4
Namco Bandai Games,2015.0,Taiko no Tatsujin: V Version,Action,0.1,,
Namco Bandai Games,2015.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,Action,0.02,,
Namco Bandai Games,2015.0,God Eater 2: Rage Burst,Role-Playing,0.41,,8.1
Namco Bandai Games,2015.0,Cross Ange: Tenshi to Ryuu no Rondo tr.,Action,0.02,,
Namco Bandai Games,2015.0,Dragon Ball: XenoVerse,Fighting,1.11,69.0,7.7
Namco Bandai Games,2016.0,Dragon Ball: Xenoverse 2,Action,0.2,73.0,7.3
Namco Bandai Games,2016.0,My Hero Academia: Battle for All,Action,0.04,,
Namco Bandai Games,2016.0,Summon Night 6: Lost Borders,Action,0.06,,
Namco Bandai Games,2016.0,Taiko no Tatsujin: Don Don! Mystery Adventure,Action,0.1,,
Namco Bandai Games,2016.0,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,Action,0.03,,
Namco Bandai Games,2016.0,Gakusen Toshi Asterisk Festa: Houka Kenran,Fighting,0.03,,
Namco Bandai Games,2016.0,One Piece: Burning Blood,Fighting,0.35,66.0,7.8
Namco Bandai Games,2016.0,Crows: Burning Edge,Action,0.01,,
Namco Bandai Games,2016.0,Summon Night 6: Lost Borders,Action,0.03,,
Namco Bandai Games,2016.0,Macross ? Scramble,Action,0.04,,
Namco Bandai Games,2016.0,Digimon World: Next Order,Action,0.1,,
Namco Bandai Games,2016.0,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,Action,0.01,,
Namco Bandai Games,2016.0,Gundam Breaker 3,Action,0.1,,
Namco Bandai Games,2016.0,Naruto Shippuden: Ultimate Ninja Storm Collection,Action,0.01,,
Namco Bandai Games,2016.0,Kamen Rider: Battride War Genesis,Action,0.05,,
Namco Bandai Games,2016.0,Kamen Rider: Battride War Genesis,Action,0.06,,
Namco Bandai Games,2016.0,Super Robot Wars OG: The Moon Dwellers,Misc,0.09,,
Namco Bandai Games,2016.0,One Piece: Burning Blood,Fighting,0.1,62.0,7.8
Namco Bandai Games,2016.0,Tales of Berseria,Role-Playing,0.23,,
Namco Bandai Games,2016.0,Dark Souls III,Role-Playing,0.39,87.0,8.6
Namco Bandai Games,2016.0,Dragon Ball: Fusions,Role-Playing,0.21,68.0,7.6
Namco Bandai Games,2016.0,The Idolmaster: Platinum Stars,Simulation,0.1,,
Namco Bandai Games,2016.0,One Piece: Burning Blood,Fighting,0.06,60.0,5.8
Namco Bandai Games,2016.0,Valentino Rossi: The Game,Racing,0.01,72.0,6.2
Namco Bandai Games,2016.0, Haikyu!! Cross Team Match!,Adventure,0.04,,
Namco Bandai Games,2016.0,Dark Souls III,Role-Playing,0.07,89.0,8.6
Namco Bandai Games,2016.0,Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,1.14,79.0,8.2
Namco Bandai Games,2016.0,Sword Art Online: Hollow Realization,Role-Playing,0.15,60.0,7
Namco Bandai Games,2016.0,Valentino Rossi: The Game,Racing,0.08,75.0,8
Namco Bandai Games,2016.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,Misc,0.03,,
Namco Bandai Games,2016.0,Dragon Ball: Xenoverse 2,Action,0.71,73.0,7.8
Namco Bandai Games,2016.0,One Piece: Daikaizoku Coliseum,Fighting,0.03,,
Namco Bandai Games,2016.0,Gundam Breaker 3,Action,0.12,,
Namco Bandai Games,2016.0,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,Misc,0.02,,
Namco Bandai Games,2016.0,Tales of Berseria,Role-Playing,0.12,,
Namco Bandai Games,2016.0,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,Action,0.06,,
Namco Bandai Games,2016.0,Pokken Tournament,Fighting,1.01,76.0,8
Namco Bandai Games,2016.0,Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,0.3,81.0,8.5
Namco Bandai Games,2016.0,Digimon Story: Cyber Sleuth,Role-Playing,0.11,75.0,8.5
Namco Bandai Games,2016.0,Sword Art Online: Hollow Realization,Role-Playing,0.19,69.0,7.7
Namco Bandai Games,2016.0,Dark Souls III,Role-Playing,1.65,89.0,8.8
Namco Bandai Games,2016.0,SD Gundam G Generation Genesis,Strategy,0.08,,
Namco Bandai Games,2016.0,Super Robot Wars OG: The Moon Dwellers,Misc,0.06,,
Namco Bandai Games,2016.0,Valentino Rossi: The Game,Racing,0.03,74.0,8.1
Namco Bandai Games,2016.0,SD Gundam G Generation Genesis,Strategy,0.09,,
Namco Bandai Games,2016.0,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,Action,0.02,,
Namco Bandai Games,2016.0,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,Misc,0.02,,
Namco Bandai Games,2016.0,Pac-Man Championship Edition 2 + Arcade Game Series,Action,0.02,,
Namco Bandai Games,2016.0,Kamen Rider: Battride War Genesis,Action,0.04,,
Namco Bandai Games,2016.0,Aikatsu Stars! My Special Appeal,Action,0.01,,
Namco Bandai Games,,Famista 64,Sports,0.2,,
Namco Bandai Games,,Splatterhouse,Action,0.16,59.0,7.7
Namco Bandai Games,,Mobile Ops: The One Year War,Simulation,0.06,,
Namco Bandai Games,,Inversion,Shooter,0.01,59.0,6.7
Square Enix,2003.0,Fullmetal Alchemist and the Broken Angel,Role-Playing,0.56,56.0,8.1
Square Enix,2003.0,Front Mission 4,Strategy,0.54,75.0,8.6
Square Enix,2003.0,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,Adventure,0.37,,
Square Enix,2003.0,Drakengard,Role-Playing,0.65,63.0,9.1
Square Enix,2003.0,Final Fantasy XI: Rise of the Zilart,Role-Playing,0.13,,
Square Enix,2003.0,Hanjuku Eiyuu Tai 3D,Role-Playing,0.17,,
Square Enix,2004.0,Final Fantasy X-2: International + Last Mission,Role-Playing,0.29,,
Square Enix,2004.0,Final Fantasy X International,Role-Playing,0.27,,
Square Enix,2004.0,Fullmetal Alchemist 2: Curse of the Crimson Elixir,Role-Playing,0.27,67.0,8.4
Square Enix,2004.0,Final Fantasy XI: Chains of Promathia,Role-Playing,0.25,77.0,8
Square Enix,2004.0,Kingdom Hearts: Chain of Memories,Role-Playing,1.85,76.0,7.9
Square Enix,2004.0,Dragon Quest VIII: Journey of the Cursed King,Role-Playing,5.21,89.0,8.8
Square Enix,2005.0,Grandia III,Role-Playing,0.49,77.0,8.3
Square Enix,2005.0,Dragon Quest Heroes: Rocket Slime,Action,0.44,83.0,7.6
Square Enix,2005.0,Front Mission 5: Scars of the War,Strategy,0.21,,
Square Enix,2005.0,Romancing SaGa,Role-Playing,0.58,58.0,8
Square Enix,2005.0,Kingdom Hearts II,Role-Playing,4.33,87.0,9
Square Enix,2005.0,Radiata Stories,Role-Playing,0.65,74.0,9
Square Enix,2006.0,Valkyrie Profile: Lenneth,Role-Playing,0.36,80.0,8.4
Square Enix,2006.0,Dirge of Cerberus: Final Fantasy VII,Shooter,1.48,57.0,6.9
Square Enix,2006.0,Valkyrie Profile 2: Silmeria,Role-Playing,0.47,84.0,9
Square Enix,2006.0,Final Fantasy XI: All-In-One Pack 2006,Role-Playing,0.02,,
Square Enix,2006.0,Dawn of Mana,Role-Playing,0.43,57.0,6.8
Square Enix,2006.0,Final Fantasy XII,Role-Playing,5.95,92.0,7.6
Square Enix,2006.0,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,Role-Playing,0.29,,
Square Enix,2006.0,Dragon Quest Monsters: Joker,Role-Playing,1.76,75.0,7.4
Square Enix,2006.0,Final Fantasy XI,Role-Playing,0.19,66.0,6.5
Square Enix,2006.0,Final Fantasy III,Role-Playing,2.08,77.0,7.1
Square Enix,2006.0,Dragon Quest & Final Fantasy in Itadaki Street Portable,Misc,0.11,,
Square Enix,2006.0,Final Fantasy XI: Treasures of Aht Urhgan,Role-Playing,0.23,87.0,7.1
Square Enix,2007.0,Star Ocean: First Departure,Role-Playing,0.64,74.0,7.4
Square Enix,2007.0,Final Fantasy Crystal Chronicles: Ring of Fates,Role-Playing,0.66,77.0,7.2
Square Enix,2007.0,Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Role-Playing,0.7,65.0,5.9
Square Enix,2007.0,Final Fantasy Tactics A2: Grimoire of the Rift,Role-Playing,0.75,80.0,6.9
Square Enix,2007.0,Odin Sphere,Role-Playing,0.56,83.0,8.6
Square Enix,2007.0,Final Fantasy Anniversary Edition,Role-Playing,0.58,67.0,7.7
Square Enix,2007.0,Final Fantasy XI: Wings of the Goddess,Role-Playing,0.3,63.0,5.8
Square Enix,2007.0,Itadaki Street DS,Misc,0.41,,
Square Enix,2007.0,The World Ends With You,Role-Playing,0.78,88.0,8.9
Square Enix,2007.0,Final Fantasy Fables: Chocobo's Dungeon,Role-Playing,0.21,76.0,8
Square Enix,2007.0,Final Fantasy XI: Vana'diel Collection 2008,Role-Playing,0.15,,tbd
Square Enix,2007.0,Heroes of Mana,Strategy,0.14,66.0,tbd
Square Enix,2007.0,Final Fantasy XII International Zodiac Job System,Role-Playing,0.11,,
Square Enix,2007.0,Final Fantasy XI: Vana'diel Collection 2008,Role-Playing,0.08,,tbd
Square Enix,2007.0,Arkanoid DS,Puzzle,0.06,61.0,7
Square Enix,2007.0,Final Fantasy II Anniversary Edition,Role-Playing,0.5,63.0,7.1
Square Enix,2007.0,Final Fantasy XI: Wings of the Goddess,Role-Playing,0.81,,tbd
Square Enix,2007.0,Front Mission,Strategy,0.04,72.0,8.9
Square Enix,2007.0,Final Fantasy XII: Revenant Wings,Role-Playing,1.37,81.0,6.1
Square Enix,2007.0,Crisis Core: Final Fantasy VII,Role-Playing,3.18,83.0,8
Square Enix,2007.0,Final Fantasy Tactics: The War of the Lions,Role-Playing,1.16,88.0,8
Square Enix,2007.0,Dragon Quest IV: Chapters of the Chosen,Role-Playing,1.62,80.0,7.9
Square Enix,2007.0,Final Fantasy IV,Simulation,1.21,85.0,7.7
Square Enix,2008.0,Star Ocean: Second Evolution,Role-Playing,0.34,75.0,7.1
Square Enix,2008.0,Dragon Quest V: Hand of the Heavenly Bride,Role-Playing,1.57,84.0,8.5
Square Enix,2008.0,Disgaea 3: Absence of Justice,Role-Playing,0.52,78.0,7.5
Square Enix,2008.0,My Pet Shop (JP sales),Simulation,0.03,,
Square Enix,2008.0,Valkyrie Profile: Covenant of the Plume,Role-Playing,0.42,74.0,6.8
Square Enix,2008.0,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,Misc,0.02,,
Square Enix,2008.0,Disgaea DS,Role-Playing,0.18,82.0,7.5
Square Enix,2008.0,Chrono Trigger,Role-Playing,1.34,92.0,8.9
Square Enix,2008.0,Space Invaders Extreme,Shooter,0.15,85.0,7.6
Square Enix,2008.0,Space Bust-A-Move,Puzzle,0.12,71.0,tbd
Square Enix,2008.0,Soul Eater: Monotone Princess,Action,0.02,,
Square Enix,2008.0,The Last Remnant,Role-Playing,0.68,66.0,6.9
Square Enix,2008.0,Dissidia: Final Fantasy,Fighting,2.23,79.0,8
Square Enix,2008.0,Exit DS,Puzzle,0.1,64.0,6.7
Square Enix,2008.0,Kingdom Hearts Re: Chain of Memories,Role-Playing,0.87,68.0,7.2
Square Enix,2008.0,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,Role-Playing,0.05,,
Square Enix,2008.0,Front Mission 2089: Border of Madness,Strategy,0.05,,
